piramide_1;piramide_2;mes;año;ues;producto;consumo
1 Emp Grandes;1.1 Platinum;3;2018;RyT;Otros;7901080
4 Micro;4.8 Transaccional - Pensionado;4;2018;RyT;Programas Deportivos;60168
4 Micro;4.5 Transaccional;4;2018;RyT;Programas Deportivos;28698
1 Emp Grandes;1.2 Premium;8;2018;RyT;Programas Recreativos;194925782
1 Emp Grandes;1.1 Platinum;2;2018;MS;SUPERMERCADOS;141428850
6 Otros;No Afiliada;6;2017;RyT;;2384436171
3 Empresas Pymes;3.2 VIP Estándar;8;2018;RyT;Club la Colina;5241952
4 Micro;4.4 Trans.Natural Ent. 11 a 99 Trab.;5;2017;MS;DROGUERIAS;3574449
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;4;2018;RyT;Hotel Bosques de Athan;587555
5 Micro;5.1 Colsubsidio;3;2018;AyB;CATERING;17467002
1 Emp Grandes;1.1 Platinum;5;2017;Vivienda;Fecha Entrega;151204000
4 Micro;4.6 Transaccional - Facultativo;7;2018;MS;SUPERMERCADOS;2237712415
4 Micro;4.1 Estándar;10;2018;RyT;Hotel Peñalisa;1221630
3 Empresas Pymes;3.2 VIP Estándar;11;2018;MS;DROGUERIAS;21965667
3 Empresas Pymes;3.1 VIP;8;2018;Educación y Cultura;ARTES;8127942,76
3 Empresas Pymes;3.2 VIP Estándar;5;2018;AyB;CATERING;6725339
1 Emp Grandes;1.1 Platinum;9;2018;AyB;CATERING;46718174
3 Empresas Pymes;3.2 VIP Estándar;10;2018;RyT;Club El Cubo;27058367
4 Micro;4.5 Transaccional;3;2018;RyT;Programas Recreativos;-5e+06
2 Emp Medio;2.2 Silver;6;2017;Vivienda;SubsidioEntregado;30767725
4 Micro;4.4 Trans.Natural Ent. 11 a 99 Trab.;11;2017;Vivienda;SubsidioEntregado;201549605
3 Empresas Pymes;3.1 VIP;7;2018;RyT;Eventos y Convenciones;245406953
1 Emp Grandes;1.1 Platinum;10;2018;RyT;Programas Recreativos;110459197
3 Empresas Pymes;3.1 VIP;6;2018;Educación y Cultura;ARTES;15163755,88
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;8;2018;RyT;Club El Cubo;4264296
1 Emp Grandes;1.2 Premium;2;2018;RyT;Otros;374074
2 Emp Medio;2.1 Gold;10;2018;RyT;Club Bellavista;112254492
2 Emp Medio;2.1 Gold;6;2018;MS;SUPERMERCADOS;312536005
3 Empresas Pymes;3.1 VIP;12;2018;RyT;Piscilago;281211568
2 Emp Medio;2.1 Gold;6;2018;RyT;Club la Colina;49673329
1 Emp Grandes;1.2 Premium;11;2018;RyT;Otros;3305305
5 Micro;5.1 Colsubsidio;6;2017;Vivienda;SubsidioEntregado;4136730
1 Emp Grandes;1.2 Premium;5;2018;AyB;CAFÉ DE LAS LETRAS CALLE 26;1441966
4 Micro;4.5 Transaccional;5;2018;AyB;CATERING;443044
3 Empresas Pymes;3.2 VIP Estándar;1;2018;MS;SUPERMERCADOS;273864851
2 Emp Medio;2.1 Gold;4;2018;RyT;Club El Cubo;50982430
3 Empresas Pymes;3.1 VIP;1;2017;Vivienda;Fecha Entrega;169912000
6 Otros;No afiliada;4;2017;Vivienda;SubsidioEntregado;33218850
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;12;2018;RyT;Piscilago;123093714
5 Micro;5.1 Colsubsidio;5;2018;Educación y Cultura;C+T;NA
1 Emp Grandes;1.1 Platinum;5;2018;RyT;Programas Recreativos;2458474
2 Emp Medio;2.2 Silver;3;2018;RyT;Club El Cubo;60210577
4 Micro;4.7 Transaccional - Independiente;11;2018;RyT;Club la Colina;195378
6 Otros;No Afiliada;8;2017;Vivienda;SubsidioAsignado;8138125086
2 Emp Medio;2.2 Silver;1;2018;Educación y Cultura;ARTES;5127592
1 Emp Grandes;1.2 Premium;5;2018;RyT;Programas Recreativos;29660778
2 Emp Medio;2.2 Silver;4;2018;RyT;Piscilago;2028094
1 Emp Grandes;1.2 Premium;6;2018;RyT;Hotel Alcaravan;252100
4 Micro;4.5 Transaccional;8;2017;MS;SUPERMERCADOS;120996318
4 Micro;4.5 Transaccional;2;2018;RyT;Club la Colina;532500
4 Micro;4.5 Transaccional;5;2018;Salud;;1647400
5 Micro;5.1 Colsubsidio;7;2018;AyB;CATERING;15663729
6 Otros;No Afiliada;3;2018;Educación y Cultura;Campus;1386370
2 Emp Medio;2.1 Gold;10;2018;RyT;Club la Colina;21028784
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;12;2018;RyT;Hotel Alcaravan;7474396
3 Empresas Pymes;3.1 VIP;2;2018;RyT;Programas Recreativos;4025001
6 Otros;No Afiliada;12;2018;RyT;Programas Recreativos;356205868
1 Emp Grandes;1.2 Premium;12;2018;RyT;Otros;37188892
6 Otros;No Afiliada;8;2017;Salud;EMPRESARIAL;397697400
1 Emp Grandes;1.1 Platinum;8;2018;RyT;Programas Recreativos;180362989
1 Emp Grandes;1.2 Premium;10;2018;AyB;CATERING;21779971
3 Empresas Pymes;3.1 VIP;5;2018;MS;DROGUERIAS;31962209
4 Micro;4.1 Estándar;8;2018;MS;DROGUERIAS;172205
6 Otros;No Afiliada;3;2017;Vivienda;SubsidioEntregado;NA
4 Micro;4.1 Estándar;12;2018;RyT;Otros;2456845
2 Emp Medio;2.1 Gold;1;2018;Educación y Cultura;ARTES;18680617,62
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;3;2018;RyT;Hotel Paipa;1333373
6 Otros;No afiliada;9;2017;Salud;EMPRESARIAL;1682700
2 Emp Medio;2.1 Gold;12;2018;RyT;Hotel Alcaravan;2029630
4 Micro;4.8 Transaccional - Pensionado;6;2018;MS;DROGUERIAS;351067
4 Micro;4.5 Transaccional;11;2018;RyT;Club Bellavista;18834236
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;7;2018;MS;SUPERMERCADOS;106467749
6 Otros;No afiliada;9;2017;Vivienda;SubsidioEntregado;53143198
1 Emp Grandes;1.1 Platinum;11;2018;RyT;Club Bellavista;-25003603
4 Micro;4.1 Estándar;7;2018;RyT;Hotel Alcaravan;29907
6 Otros;No afiliada;11;2017;MS;SUPERMERCADOS;78056680
2 Emp Medio;2.1 Gold;12;2018;RyT;Club El Cubo;287816306
2 Emp Medio;2.2 Silver;4;2018;RyT;Hotel Bosques de Athan;36724557
4 Micro;4.1 Estándar;8;2018;RyT;Club Bellavista;3592807
3 Empresas Pymes;3.1 VIP;3;2018;RyT;Club Calle 195;1010924
3 Empresas Pymes;3.1 VIP;12;2018;Salud;;107892258
2 Emp Medio;2.1 Gold;9;2018;MS;DROGUERIAS;1123899
2 Emp Medio;2.2 Silver;3;2018;RyT;Club la Colina;9159305
4 Micro;4.5 Transaccional;8;2018;RyT;Hotel Alcaravan;4506874
4 Micro;4.4 Trans.Natural Ent. 11 a 99 Trab.;2;2018;MS;SUPERMERCADOS;2851646
1 Emp Grandes;1.2 Premium;6;2018;RyT;Club Bellavista;18077135
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;4;2018;RyT;Eventos y Convenciones;5386200
4 Micro;4.1 Estándar;8;2018;MS;SUPERMERCADOS;81589569
6 Otros;No Afiliada;8;2018;RyT;Programas Deportivos;3831096
6 Otros;No Afiliada;4;2017;Vivienda;SubsidioEntregado;NA
2 Emp Medio;2.2 Silver;5;2018;RyT;Programas Recreativos;9897623
1 Emp Grandes;1.2 Premium;1;2018;RyT;Programas Deportivos;4952468
2 Emp Medio;2.1 Gold;4;2018;RyT;Piscilago;2431482
1 Emp Grandes;1.2 Premium;4;2018;RyT;Club Bellavista;11221245
3 Empresas Pymes;3.1 VIP;9;2018;RyT;Otros;14368108
3 Empresas Pymes;3.1 VIP;9;2018;RyT;Club la Colina;7826907
3 Empresas Pymes;3.1 VIP;2;2017;RyT;;20335011
1 Emp Grandes;1.2 Premium;3;2018;RyT;Club El Cubo;17928257
6 Otros;No Afiliada;9;2018;Salud;;59943451
3 Empresas Pymes;3.2 VIP Estándar;8;2018;MS;SUPERMERCADOS;293517571
1 Emp Grandes;1.1 Platinum;7;2018;AyB;CAFÉ DE LAS LETRAS CALLE 26;271187
4 Micro;4.8 Transaccional - Pensionado;2;2017;MS;DROGUERIAS;1647171
4 Micro;4.8 Transaccional - Pensionado;6;2018;RyT;Club El Cubo;133700
6 Otros;No afiliada;9;2017;MS;DROGUERIAS;8009905
4 Micro;4.2 Trans. Mas de 100 Trab.;3;2018;RyT;Club la Colina;554872
2 Emp Medio;2.1 Gold;9;2018;RyT;Club la Colina;9765565
6 Otros;No Afiliada;11;2018;AyB;CATERING;13990126
3 Empresas Pymes;3.2 VIP Estándar;9;2018;Salud;;32599200
4 Micro;4.5 Transaccional;10;2018;RyT;Club El Cubo;19674845
4 Micro;4.2 Trans. Mas de 100 Trab.;9;2017;Vivienda;SubsidioEntregado;23389920
1 Emp Grandes;1.2 Premium;8;2018;AyB;SALONES CALLE 26;52000
4 Micro;4.6 Transaccional - Facultativo;6;2018;MS;DROGUERIAS;63810150
3 Empresas Pymes;3.1 VIP;5;2018;RyT;Club Bellavista;75208376
4 Micro;4.5 Transaccional;2;2018;Salud;;903900
4 Micro;4.8 Transaccional - Pensionado;8;2018;MS;SUPERMERCADOS;2657186
3 Empresas Pymes;3.1 VIP;3;2018;RyT;Club El Cubo;48610538
1 Emp Grandes;1.2 Premium;7;2018;RyT;Club Bellavista;15421276
5 Micro;5.1 Colsubsidio;7;2018;RyT;Club Bellavista;-5318846
3 Empresas Pymes;3.2 VIP Estándar;12;2018;RyT;Programas Recreativos;18330528
6 Otros;No Afiliada;12;2018;RyT;Hotel Peñalisa;119062154
4 Micro;4.7 Transaccional - Independiente;10;2017;MS;DROGUERIAS;7390350
4 Micro;4.4 Trans.Natural Ent. 11 a 99 Trab.;9;2017;Vivienda;SubsidioEntregado;108755140
4 Micro;4.5 Transaccional;11;2017;Vivienda;Fecha Opcion;580330000
6 Otros;No Afiliada;4;2018;AyB;CATERING;3587066
1 Emp Grandes;1.1 Platinum;2;2018;RyT;Club Bellavista;2419414
2 Emp Medio;2.2 Silver;3;2018;RyT;Otros;2321497
3 Empresas Pymes;3.2 VIP Estándar;3;2018;AyB;CATERING;10241849
6 Otros;No Afiliada;6;2017;Vivienda;Fecha Entrega;3912702210
1 Emp Grandes;1.2 Premium;10;2018;RyT;Piscilago;39789359
4 Micro;4.5 Transaccional;8;2018;RyT;Programas Deportivos;-1344082
2 Emp Medio;2.1 Gold;12;2018;Salud;CHEQUEOS;41991029
2 Emp Medio;2.2 Silver;11;2018;AyB;CATERING;7912709
4 Micro;4.8 Transaccional - Pensionado;1;2018;MS;SUPERMERCADOS;2333452
1 Emp Grandes;1.1 Platinum;3;2018;RyT;Piscilago;3721293
3 Empresas Pymes;3.1 VIP;2;2018;RyT;Eventos y Convenciones;9425124
1 Emp Grandes;1.2 Premium;4;2017;Vivienda;SubsidioAsignado;14754340
1 Emp Grandes;1.1 Platinum;2;2018;RyT;Piscilago;11889478
2 Emp Medio;2.2 Silver;11;2018;Salud;;23011747
4 Micro;4.5 Transaccional;9;2017;Vivienda;SubsidioEntregado;737769163
4 Micro;4.1 Estándar;1;2018;RyT;Eventos y Convenciones;0
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;9;2018;RyT;Club la Colina;2089331
4 Micro;4.5 Transaccional;6;2018;Salud;;157400
1 Emp Grandes;1.2 Premium;6;2018;RyT;Programas Deportivos;63100117
4 Micro;4.2 Trans. Mas de 100 Trab.;4;2017;Vivienda;SubsidioEntregado;43961475
2 Emp Medio;2.1 Gold;12;2018;RyT;Eventos y Convenciones;833435845
3 Empresas Pymes;3.1 VIP;12;2018;RyT;Hotel Alcaravan;10853244
3 Empresas Pymes;3.2 VIP Estándar;11;2018;RyT;Piscilago;12379622
2 Emp Medio;2.2 Silver;10;2018;RyT;Hotel Alcaravan;198907
3 Empresas Pymes;3.1 VIP;6;2018;Educación y Cultura;C+T;2359175
4 Micro;4.5 Transaccional;9;2018;RyT;Otros;3075905
2 Emp Medio;2.1 Gold;10;2018;RyT;Piscilago;20995482
4 Micro;4.6 Transaccional - Facultativo;6;2018;MS;SUPERMERCADOS;2229599103
2 Emp Medio;2.2 Silver;5;2018;RyT;Otros;16214944
1 Emp Grandes;1.1 Platinum;5;2018;Educación y Cultura;C+T;26180
4 Micro;4.1 Estándar;10;2018;RyT;Programas Deportivos;11439075
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;11;2018;Salud;;18813200
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;5;2018;MS;SUPERMERCADOS;89813715
3 Empresas Pymes;3.1 VIP;4;2018;RyT;Otros;2987981
3 Empresas Pymes;3.1 VIP;3;2018;RyT;Programas Deportivos;4014033
3 Empresas Pymes;3.1 VIP;12;2018;RyT;Eventos y Convenciones;725630618
4 Micro;4.7 Transaccional - Independiente;4;2018;RyT;Club la Colina;289160
6 Otros;No Afiliada;1;2017;Educacion;DPTO CULTURA Y BILBIOTECAS;5516277
3 Empresas Pymes;3.1 VIP;4;2018;RyT;Piscilago;69953645
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;5;2018;RyT;Club El Cubo;168820177
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;12;2018;RyT;Hotel Bosques de Athan;759813
1 Emp Grandes;1.2 Premium;4;2018;RyT;Eventos y Convenciones;773277
2 Emp Medio;2.2 Silver;12;2018;RyT;Club la Colina;23728568
3 Empresas Pymes;3.1 VIP;5;2018;RyT;Club El Cubo;47135395
4 Micro;4.5 Transaccional;1;2018;Salud;;3082850
3 Empresas Pymes;3.2 VIP Estándar;6;2018;AyB;CATERING;2679257
4 Micro;4.8 Transaccional - Pensionado;12;2017;MS;DROGUERIAS;1924407
1 Emp Grandes;1.2 Premium;10;2018;RyT;Club El Cubo;97581807
3 Empresas Pymes;3.1 VIP;6;2018;RyT;Hotel Peñalisa;-138152
4 Micro;4.5 Transaccional;9;2018;AyB;CATERING;469140
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;7;2018;RyT;Programas Deportivos;98494
3 Empresas Pymes;3.1 VIP;10;2018;RyT;Otros;10520008
4 Micro;4.1 Estándar;4;2018;RyT;Piscilago;15666039
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;5;2018;MS;DROGUERIAS;3281084
4 Micro;4.1 Estándar;7;2018;RyT;Club la Colina;800498
2 Emp Medio;2.2 Silver;8;2017;Vivienda;SubsidioAsignado;22131510
1 Emp Grandes;1.2 Premium;3;2018;RyT;Piscilago;31431482
4 Micro;4.1 Estándar;1;2018;RyT;Hotel Paipa;15654452
1 Emp Grandes;1.1 Platinum;8;2018;Salud;;3219000
3 Empresas Pymes;3.2 VIP Estándar;3;2017;MS;SUPERMERCADOS;2192368
1 Emp Grandes;1.1 Platinum;7;2018;RyT;Otros;11111000
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;6;2018;Salud;;7652100
2 Emp Medio;2.1 Gold;11;2018;Salud;;22609700
3 Empresas Pymes;3.2 VIP Estándar;5;2018;RyT;Club Calle 195;2694454
3 Empresas Pymes;3.1 VIP;12;2018;Salud;CHEQUEOS;25184215
6 Otros;No Afiliada;3;2018;RyT;Otros;23128902
1 Emp Grandes;1.2 Premium;6;2018;MS;DROGUERIAS;44619156
4 Micro;4.4 Trans.Natural Ent. 11 a 99 Trab.;2;2018;Salud;;282800
4 Micro;4.4 Trans.Natural Ent. 11 a 99 Trab.;7;2017;Vivienda;SubsidioEntregado;80385932
4 Micro;4.1 Estándar;2;2017;Vivienda;SubsidioEntregado;33020374
3 Empresas Pymes;3.2 VIP Estándar;3;2018;MS;DROGUERIAS;26608466
4 Micro;4.6 Transaccional - Facultativo;2;2018;MS;SUPERMERCADOS;2014131919
6 Otros;No Afiliada;5;2017;MS;DROGUERIAS;2068772718
3 Empresas Pymes;3.1 VIP;6;2018;RyT;Programas Recreativos;7419140
2 Emp Medio;2.1 Gold;2;2018;RyT;Club El Cubo;20050690
3 Empresas Pymes;3.2 VIP Estándar;12;2018;RyT;Club la Colina;48209814
6 Otros;No Afiliada;1;2017;Vivienda;Fecha Opcion;656068000
4 Micro;4.5 Transaccional;8;2018;RyT;Otros;748921
1 Emp Grandes;1.2 Premium;6;2018;RyT;Piscilago;40430059
2 Emp Medio;2.1 Gold;7;2017;Vivienda;SubsidioEntregado;11031280
4 Micro;4.1 Estándar;1;2017;Vivienda;Fecha Entrega;171252000
4 Micro;4.5 Transaccional;7;2018;RyT;Eventos y Convenciones;43959511
1 Emp Grandes;1.1 Platinum;6;2018;AyB;SALONES CALLE 26;185185
4 Micro;4.4 Trans.Natural Ent. 11 a 99 Trab.;2;2017;Vivienda;Fecha Entrega;178232000
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;8;2018;RyT;Club Bellavista;523097
4 Micro;4.7 Transaccional - Independiente;11;2018;RyT;Piscilago;266296
3 Empresas Pymes;3.1 VIP;12;2018;Educación y Cultura;ASESORIAS PARA LA CALIDAD;628822
3 Empresas Pymes;3.1 VIP;11;2018;RyT;Hotel Peñalisa;240981690
2 Emp Medio;2.1 Gold;5;2018;MS;DROGUERIAS;1540223
2 Emp Medio;2.2 Silver;10;2018;Educación y Cultura;Teatro;12418860
4 Micro;4.4 Trans.Natural Ent. 11 a 99 Trab.;11;2018;RyT;Piscilago;5393697
3 Empresas Pymes;3.1 VIP;6;2018;Salud;CHEQUEOS;391200
2 Emp Medio;2.1 Gold;6;2018;RyT;Eventos y Convenciones;76363249
3 Empresas Pymes;3.2 VIP Estándar;2;2018;RyT;Otros;1666398
2 Emp Medio;2.2 Silver;2;2018;AyB;CATERING;11762421
2 Emp Medio;2.1 Gold;10;2018;Salud;;6961300
3 Empresas Pymes;3.2 VIP Estándar;3;2018;RyT;Eventos y Convenciones;672000
2 Emp Medio;2.1 Gold;1;2018;RyT;Piscilago;13280581
1 Emp Grandes;1.1 Platinum;4;2018;RyT;Otros;752256
2 Emp Medio;2.1 Gold;9;2018;RyT;Programas Deportivos;168300992
4 Micro;4.1 Estándar;4;2017;Vivienda;SubsidioEntregado;34472750
4 Micro;4.1 Estándar;3;2018;RyT;Eventos y Convenciones;1146839
6 Otros;No Afiliada;9;2018;Educación y Cultura;Teatro;49005200
2 Emp Medio;2.2 Silver;4;2018;AyB;CAFÉ DE LAS LETRAS CALLE 26;3041537
4 Micro;4.5 Transaccional;10;2018;RyT;Otros;1287394
1 Emp Grandes;1.1 Platinum;12;2018;Salud;;73320151
4 Micro;4.5 Transaccional;1;2018;RyT;Club la Colina;2126891
6 Otros;No Afiliada;12;2018;MS;DROGUERIAS;1252881331
5 Micro;5.1 Colsubsidio;3;2018;RyT;Club Bellavista;1
4 Micro;4.7 Transaccional - Independiente;2;2017;MS;SUPERMERCADOS;542199
6 Otros;No Afiliada;8;2018;RyT;Club la Colina;27834374
6 Otros;No Afiliada;2;2017;RyT;;1314705904
2 Emp Medio;2.1 Gold;11;2018;RyT;Club Bellavista;282302087
4 Micro;4.7 Transaccional - Independiente;4;2017;MS;DROGUERIAS;1710480
5 Micro;5.1 Colsubsidio;2;2018;RyT;Hotel Paipa;1669462
2 Emp Medio;2.1 Gold;7;2018;RyT;Programas Deportivos;10128069
1 Emp Grandes;1.1 Platinum;10;2018;RyT;Piscilago;7495111
2 Emp Medio;2.2 Silver;9;2018;AyB;CATERING;48445500
3 Empresas Pymes;3.1 VIP;10;2018;RyT;Piscilago;27553796
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;1;2018;RyT;Club Bellavista;8348971
6 Otros;No Afiliada;4;2017;MS;DROGUERIAS;2688638719
3 Empresas Pymes;3.1 VIP;4;2018;RyT;Eventos y Convenciones;29860735
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;4;2018;RyT;Hotel Paipa;664994
3 Empresas Pymes;3.2 VIP Estándar;8;2018;MS;DROGUERIAS;82304974
6 Otros;No Afiliada;2;2018;RyT;Hotel Paipa;29880733
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;1;2018;RyT;Agencia de viajes;20216511
1 Emp Grandes;1.2 Premium;3;2017;Vivienda;SubsidioEntregado;12242650
3 Empresas Pymes;3.1 VIP;1;2018;RyT;Hotel Alcaravan;5187819
6 Otros;No Afiliada;11;2018;RyT;Club El Cubo;145609821
4 Micro;4.1 Estándar;1;2018;RyT;Club Bellavista;1643209
4 Micro;4.8 Transaccional - Pensionado;2;2018;MS;DROGUERIAS;218420
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;1;2018;RyT;Piscilago;13845945
2 Emp Medio;2.1 Gold;2;2018;RyT;Piscilago;12475000
6 Otros;No Afiliada;5;2018;RyT;Club la Colina;29656670
1 Emp Grandes;1.1 Platinum;2;2018;RyT;Programas Recreativos;64785514
1 Emp Grandes;1.1 Platinum;3;2018;AyB;CATERING;144095079
6 Otros;No Afiliada;11;2018;RyT;Club la Colina;37888175
2 Emp Medio;2.2 Silver;4;2018;RyT;Hotel Paipa;4665650
4 Micro;4.7 Transaccional - Independiente;5;2017;MS;DROGUERIAS;1784371
3 Empresas Pymes;3.1 VIP;4;2018;RyT;Hotel Alcaravan;716037
3 Empresas Pymes;3.2 VIP Estándar;8;2018;RyT;Otros;1436140
2 Emp Medio;2.2 Silver;8;2018;Educación y Cultura;EDUCACION INICIAL;707845,32
3 Empresas Pymes;3.1 VIP;9;2018;RyT;Programas Deportivos;40743951
1 Emp Grandes;1.1 Platinum;5;2018;RyT;Otros;4561685
4 Micro;4.7 Transaccional - Independiente;7;2018;RyT;Club la Colina;359496
4 Micro;4.4 Trans.Natural Ent. 11 a 99 Trab.;8;2018;MS;DROGUERIAS;1719775
3 Empresas Pymes;3.2 VIP Estándar;1;2018;RyT;Club la Colina;1374842
4 Micro;4.5 Transaccional;7;2018;RyT;Hotel Bosques de Athan;0
6 Otros;No Afiliada;7;2017;MS;#;267610898
1 Emp Grandes;1.1 Platinum;7;2018;AyB;SALONES CALLE 26;185185
3 Empresas Pymes;3.1 VIP;3;2018;Salud;CHEQUEOS;18797921
3 Empresas Pymes;3.2 VIP Estándar;8;2017;MS;SUPERMERCADOS;832961
6 Otros;No afiliada;10;2017;MS;DROGUERIAS;28540591
6 Otros;No Afiliada;4;2018;RyT;Otros;20915072
4 Micro;4.8 Transaccional - Pensionado;12;2018;RyT;Hotel Alcaravan;4833723
3 Empresas Pymes;3.2 VIP Estándar;10;2018;RyT;Programas Recreativos;5678805
1 Emp Grandes;1.2 Premium;5;2018;RyT;Club Bellavista;355045
1 Emp Grandes;1.2 Premium;9;2018;RyT;Programas Deportivos;100880828
1 Emp Grandes;1.2 Premium;2;2018;RyT;Piscilago;39258426
6 Otros;No Afiliada;7;2017;Vivienda;Fecha Promesa;38982190200
1 Emp Grandes;1.2 Premium;10;2018;RyT;Eventos y Convenciones;106217321
4 Micro;4.4 Trans.Natural Ent. 11 a 99 Trab.;11;2017;Vivienda;SubsidioAsignado;112132984
1 Emp Grandes;1.1 Platinum;6;2018;RyT;Piscilago;10867408
2 Emp Medio;2.1 Gold;7;2018;RyT;Hotel Peñalisa;0
3 Empresas Pymes;3.2 VIP Estándar;8;2018;RyT;Programas Recreativos;7126521
4 Micro;4.1 Estándar;11;2018;Salud;;19031200
4 Micro;4.5 Transaccional;1;2018;RyT;Club El Cubo;81296188
1 Emp Grandes;1.2 Premium;4;2018;AyB;CAFÉ DE LAS LETRAS CALLE 26;2568784
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;9;2018;RyT;Hotel Paipa;1391907
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;5;2018;AyB;CATERING;811718
6 Otros;No Afiliada;8;2018;RyT;Piscilago;389785417
6 Otros;No Afiliada;1;2018;RyT;Hotel Paipa;70370
1 Emp Grandes;1.2 Premium;4;2018;Salud;CHEQUEOS;14819326
4 Micro;4.2 Trans. Mas de 100 Trab.;3;2017;Vivienda;SubsidioAsignado;22131510
4 Micro;4.5 Transaccional;8;2018;RyT;Club Bellavista;26405304
1 Emp Grandes;1.1 Platinum;8;2018;RyT;Club Bellavista;16098841
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;8;2018;MS;DROGUERIAS;6406924
2 Emp Medio;2.1 Gold;5;2018;AyB;CATERING;NA
6 Otros;No Afiliada;4;2017;MS;#;306021067
4 Micro;4.6 Transaccional - Facultativo;3;2018;MS;DROGUERIAS;79884853
5 Micro;5.1 Colsubsidio;9;2018;RyT;Club Bellavista;4517744
1 Emp Grandes;1.1 Platinum;3;2018;RyT;Hotel Alcaravan;0
6 Otros;No Afiliada;1;2018;AyB;CATERING;4020857
2 Emp Medio;2.2 Silver;5;2018;RyT;Club la Colina;27393001
5 Micro;5.1 Colsubsidio;2;2018;AyB;CATERING;12280147
6 Otros;No Afiliada;5;2018;RyT;Club Bellavista;147537439
4 Micro;4.5 Transaccional;9;2017;Vivienda;Fecha Entrega;392782000
5 Micro;5.1 Colsubsidio;11;2018;RyT;Club la Colina;18288471
2 Emp Medio;2.2 Silver;7;2018;MS;DROGUERIAS;380721252
6 Otros;No Afiliada;12;2018;Salud;;62586532
3 Empresas Pymes;3.2 VIP Estándar;5;2018;RyT;Piscilago;39869493
4 Micro;4.4 Trans.Natural Ent. 11 a 99 Trab.;5;2018;RyT;Club El Cubo;230000
1 Emp Grandes;1.1 Platinum;8;2018;RyT;Eventos y Convenciones;48098335
2 Emp Medio;2.2 Silver;1;2018;RyT;Programas Recreativos;1002682
4 Micro;4.1 Estándar;9;2018;RyT;Piscilago;164550156
6 Otros;No afiliada;8;2017;MS;DROGUERIAS;5392946
3 Empresas Pymes;3.1 VIP;7;2018;RyT;Club El Cubo;26603975
2 Emp Medio;2.1 Gold;6;2018;RyT;Programas Recreativos;-2576000
1 Emp Grandes;1.1 Platinum;5;2018;RyT;Programas Deportivos;106410123
1 Emp Grandes;1.2 Premium;11;2017;Vivienda;SubsidioEntregado;20683650
3 Empresas Pymes;3.2 VIP Estándar;1;2018;AyB;CATERING;998480
1 Emp Grandes;1.1 Platinum;2;2018;RyT;Club El Cubo;45056648
6 Otros;No Afiliada;8;2018;RyT;Club El Cubo;22389933
2 Emp Medio;2.2 Silver;10;2017;Vivienda;SubsidioEntregado;17236375
6 Otros;No Afiliada;4;2018;RyT;Eventos y Convenciones;219391684
2 Emp Medio;2.2 Silver;5;2018;MS;DROGUERIAS;583779946
1 Emp Grandes;1.2 Premium;12;2018;RyT;Club la Colina;100597641
6 Otros;No Afiliada;5;2017;MS;SUPERMERCADOS;9378487727
4 Micro;4.4 Trans.Natural Ent. 11 a 99 Trab.;8;2017;Vivienda;SubsidioAsignado;248610629
1 Emp Grandes;1.2 Premium;9;2018;Salud;CHEQUEOS;551586
2 Emp Medio;2.1 Gold;9;2018;AyB;CATERING;144681395
6 Otros;No Afiliada;5;2018;Educación y Cultura;C+T;3395665
2 Emp Medio;2.2 Silver;3;2017;Vivienda;SubsidioEntregado;10953950
3 Empresas Pymes;3.2 VIP Estándar;5;2018;RyT;Hotel Peñalisa;4517651
1 Emp Grandes;1.2 Premium;9;2018;AyB;CATERING;6875798
5 Micro;5.1 Colsubsidio;11;2018;RyT;Hotel Paipa;8126129
3 Empresas Pymes;3.1 VIP;9;2018;RyT;Club Calle 195;5031268
4 Micro;4.1 Estándar;1;2018;MS;SUPERMERCADOS;86443840
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;12;2018;RyT;Programas Recreativos;3604000
1 Emp Grandes;1.2 Premium;5;2018;RyT;Programas Deportivos;6339712
